event_id,event_date,region,event_type,account_name,value,note
EVT-5505,2026-02-12,North-West,complaint,,,late delivery
EVT-5506,2026-02-12,North-West,complaint,,,damaged item
EVT-5507,2026-02-12,North-West,complaint,,,damaged item
EVT-5508,2026-02-12,South,complaint,,,damaged item
EVT-5509,2026-02-12,South,complaint,,,billing issue
EVT-5510,2026-02-13,North-West,complaint,,,late delivery
EVT-5511,2026-02-13,North-West,complaint,,,late delivery
EVT-5512,2026-02-14,North,complaint,,,billing issue
EVT-5513,2026-02-14,South,complaint,,,late delivery
EVT-5514,2026-02-15,East,complaint,,,wrong item
EVT-5515,2026-02-15,North,complaint,,,late delivery
EVT-5516,2026-02-15,South,complaint,,,billing issue
EVT-5517,2026-02-15,South,complaint,,,billing issue
EVT-5518,2026-02-16,North,complaint,,,late delivery
EVT-5519,2026-02-16,North,complaint,,,billing issue
EVT-5520,2026-02-16,South,complaint,,,late delivery
EVT-5521,2026-02-16,South,complaint,,,damaged item
EVT-5522,2026-02-16,West,complaint,,,damaged item
EVT-5523,2026-02-17,East,complaint,,,billing issue
EVT-5524,2026-02-17,South,complaint,,,wrong item
EVT-5525,2026-02-17,South,complaint,,,damaged item
EVT-5526,2026-02-18,North-West,complaint,,,damaged item
EVT-5527,2026-02-19,West,complaint,,,billing issue
EVT-5528,2026-02-20,North,complaint,,,late delivery
EVT-5529,2026-02-20,North,complaint,,,late delivery
EVT-5530,2026-02-20,North-West,complaint,,,damaged item
EVT-5531,2026-02-20,North-West,complaint,,,late delivery
EVT-5532,2026-02-20,North-West,complaint,,,late delivery
EVT-5533,2026-02-20,South,complaint,,,late delivery
EVT-5534,2026-02-20,West,complaint,,,late delivery
EVT-5535,2026-02-21,East,complaint,,,damaged item
EVT-5536,2026-02-21,East,complaint,,,late delivery
EVT-5537,2026-02-22,North,complaint,,,damaged item
EVT-5538,2026-02-22,North-West,complaint,,,wrong item
EVT-5539,2026-02-22,North-West,complaint,,,wrong item
EVT-5540,2026-02-22,North-West,complaint,,,billing issue
EVT-5541,2026-02-22,South,complaint,,,late delivery
EVT-5542,2026-02-22,West,complaint,,,wrong item
EVT-5543,2026-02-23,North,complaint,,,billing issue
EVT-5544,2026-02-23,West,complaint,,,late delivery
EVT-5545,2026-02-24,North-West,complaint,,,late delivery
EVT-5546,2026-02-24,North-West,complaint,,,wrong item
EVT-5547,2026-02-24,South,complaint,,,late delivery
EVT-5548,2026-02-25,East,complaint,,,billing issue
EVT-5549,2026-02-25,North-West,complaint,,,wrong item
EVT-5550,2026-02-26,North-West,complaint,,,late delivery
EVT-5551,2026-02-26,South,complaint,,,damaged item
EVT-5552,2026-02-26,West,complaint,,,billing issue
EVT-5553,2026-02-27,North-West,complaint,,,late delivery
EVT-5554,2026-02-27,North-West,complaint,,,late delivery
EVT-5555,2026-02-27,South,complaint,,,late delivery
EVT-5556,2026-02-27,South,complaint,,,late delivery
EVT-5557,2026-02-27,South,complaint,,,late delivery
EVT-5558,2026-02-28,North,complaint,,,damaged item
EVT-5559,2026-02-28,North-West,complaint,,,damaged item
EVT-5560,2026-03-01,East,complaint,,,damaged item
EVT-5561,2026-03-01,North,complaint,,,wrong item
EVT-5562,2026-03-02,East,complaint,,,late delivery
EVT-5563,2026-03-02,North-West,complaint,,,late delivery
EVT-5564,2026-03-03,North,complaint,,,late delivery
EVT-5565,2026-03-03,South,complaint,,,billing issue
EVT-5566,2026-03-03,West,complaint,,,wrong item
EVT-5567,2026-03-03,West,complaint,,,billing issue
EVT-5568,2026-03-04,East,complaint,,,billing issue
EVT-5569,2026-03-04,West,complaint,,,late delivery
EVT-5570,2026-03-04,West,complaint,,,damaged item
EVT-5571,2026-03-05,North,complaint,,,wrong item
EVT-5572,2026-03-05,North-West,complaint,,,late delivery
EVT-5573,2026-03-05,North-West,complaint,,,wrong item
EVT-5574,2026-03-05,South,complaint,,,late delivery
EVT-5575,2026-03-05,West,complaint,,,wrong item
EVT-5576,2026-03-07,North-West,complaint,,,billing issue
EVT-5577,2026-03-08,North-West,complaint,,,billing issue
EVT-5578,2026-03-08,South,complaint,,,wrong item
EVT-5579,2026-03-09,South,complaint,,,damaged item
EVT-5580,2026-03-10,North-West,complaint,,,damaged item
EVT-5581,2026-03-10,West,complaint,,,late delivery
EVT-5582,2026-03-11,East,complaint,,,late delivery
EVT-5583,2026-03-11,North-West,complaint,,,damaged item
EVT-5584,2026-03-12,East,complaint,,,late delivery
EVT-5585,2026-03-12,West,complaint,,,late delivery
EVT-5586,2026-03-13,North-West,complaint,,,billing issue
EVT-5587,2026-03-13,North-West,complaint,,,damaged item
EVT-5588,2026-03-14,East,complaint,,,late delivery
EVT-5589,2026-03-14,North-West,complaint,,,damaged item
EVT-5590,2026-03-14,North-West,complaint,,,wrong item
EVT-5591,2026-03-14,North-West,complaint,,,billing issue
EVT-5592,2026-03-15,North,complaint,,,late delivery
EVT-5593,2026-03-15,South,complaint,,,wrong item
EVT-5594,2026-03-15,South,complaint,,,late delivery
EVT-5595,2026-03-16,East,complaint,,,late delivery
EVT-5596,2026-03-16,North-West,complaint,,,wrong item
EVT-5597,2026-03-17,East,complaint,,,billing issue
EVT-5598,2026-03-17,North,complaint,,,damaged item
EVT-5599,2026-03-18,East,complaint,,,wrong item
EVT-5600,2026-03-18,East,complaint,,,late delivery
EVT-5601,2026-03-18,East,complaint,,,late delivery
EVT-5602,2026-03-18,North-West,complaint,,,billing issue
EVT-5603,2026-03-18,South,complaint,,,wrong item
EVT-5604,2026-03-18,West,complaint,,,damaged item
EVT-5605,2026-03-19,East,complaint,,,wrong item
EVT-5606,2026-03-19,North,complaint,,,billing issue
EVT-5607,2026-03-19,North-West,complaint,,,billing issue
EVT-5608,2026-03-19,South,complaint,,,wrong item
EVT-5609,2026-03-20,East,complaint,,,late delivery
EVT-5610,2026-03-20,East,complaint,,,wrong item
EVT-5611,2026-03-20,North,complaint,,,damaged item
EVT-5612,2026-03-20,North-West,complaint,,,wrong item
EVT-5613,2026-03-21,East,complaint,,,late delivery
EVT-5614,2026-03-21,North-West,complaint,,,wrong item
EVT-5615,2026-03-22,North-West,complaint,,,late delivery
EVT-5616,2026-03-22,North-West,complaint,,,damaged item
EVT-5617,2026-03-22,South,complaint,,,late delivery
EVT-5618,2026-03-22,South,complaint,,,wrong item
EVT-5619,2026-03-23,North,complaint,,,damaged item
EVT-5620,2026-03-23,West,complaint,,,late delivery
EVT-5621,2026-03-24,North-West,complaint,,,damaged item
EVT-5622,2026-03-25,South,complaint,,,damaged item
EVT-5623,2026-03-25,South,complaint,,,damaged item
EVT-5624,2026-03-25,West,complaint,,,wrong item
EVT-5625,2026-03-26,North,complaint,,,damaged item
EVT-5626,2026-03-26,West,complaint,,,damaged item
EVT-5627,2026-03-26,West,complaint,,,billing issue
EVT-5628,2026-03-27,West,complaint,,,damaged item
EVT-5629,2026-03-28,North,complaint,,,damaged item
EVT-5630,2026-03-28,West,complaint,,,wrong item
EVT-5631,2026-03-29,East,complaint,,,damaged item
EVT-5632,2026-03-29,North,complaint,,,damaged item
EVT-5633,2026-03-29,North,complaint,,,wrong item
EVT-5634,2026-03-29,North-West,complaint,,,late delivery
EVT-5635,2026-03-29,South,complaint,,,wrong item
EVT-5636,2026-03-30,North,complaint,,,damaged item
EVT-5637,2026-03-30,West,complaint,,,late delivery
EVT-5638,2026-04-01,North,complaint,,,damaged item
EVT-5639,2026-04-01,North,complaint,,,billing issue
EVT-5640,2026-04-01,North-West,complaint,,,wrong item
EVT-5641,2026-04-01,South,complaint,,,late delivery
EVT-5642,2026-04-01,South,complaint,,,late delivery
EVT-5643,2026-04-01,West,complaint,,,damaged item
EVT-5644,2026-04-01,West,complaint,,,damaged item
EVT-5645,2026-04-02,North,complaint,,,billing issue
EVT-5646,2026-04-02,South,complaint,,,wrong item
EVT-5647,2026-04-03,North,complaint,,,late delivery
EVT-5648,2026-04-03,North-West,complaint,,,late delivery
EVT-5649,2026-04-03,North-West,complaint,,,damaged item
EVT-5650,2026-04-04,North,complaint,,,late delivery
EVT-5651,2026-04-04,North,complaint,,,damaged item
EVT-5652,2026-04-05,North,complaint,,,late delivery
EVT-5653,2026-04-05,North-West,complaint,,,billing issue
EVT-5654,2026-04-06,North,complaint,,,billing issue
EVT-5655,2026-04-06,North,complaint,,,wrong item
EVT-5656,2026-04-06,North,complaint,,,late delivery
EVT-5657,2026-04-06,North,complaint,,,late delivery
EVT-5658,2026-04-06,North-West,complaint,,,late delivery
EVT-5659,2026-04-06,South,complaint,,,billing issue
EVT-5660,2026-04-06,West,complaint,,,late delivery
EVT-5661,2026-04-07,East,complaint,,,billing issue
EVT-5662,2026-04-07,North-West,complaint,,,late delivery
EVT-5663,2026-04-07,South,complaint,,,damaged item
EVT-5664,2026-04-07,West,complaint,,,billing issue
EVT-5665,2026-04-09,North,complaint,,,damaged item
EVT-5666,2026-04-09,North-West,complaint,,,late delivery
EVT-5667,2026-04-09,North-West,complaint,,,billing issue
EVT-5668,2026-04-09,West,complaint,,,late delivery
EVT-5669,2026-04-10,East,complaint,,,damaged item
EVT-5670,2026-04-10,North-West,complaint,,,late delivery
EVT-5671,2026-04-10,North-West,complaint,,,late delivery
EVT-5672,2026-04-10,South,complaint,,,late delivery
EVT-5673,2026-04-10,West,complaint,,,wrong item
EVT-5674,2026-04-11,North,complaint,,,late delivery
EVT-5675,2026-04-11,North-West,complaint,,,late delivery
EVT-5676,2026-04-11,West,complaint,,,billing issue
EVT-5677,2026-04-12,West,complaint,,,late delivery
EVT-5678,2026-04-13,North-West,complaint,,,wrong item
EVT-5679,2026-04-13,South,complaint,,,late delivery
EVT-5680,2026-04-13,South,complaint,,,late delivery
EVT-5681,2026-04-14,North,complaint,,,late delivery
EVT-5682,2026-04-14,North-West,complaint,,,wrong item
EVT-5683,2026-04-15,North,complaint,,,damaged item
EVT-5684,2026-04-15,North,complaint,,,wrong item
EVT-5685,2026-04-15,North-West,complaint,,,billing issue
EVT-5686,2026-04-16,East,complaint,,,damaged item
EVT-5687,2026-04-16,East,complaint,,,late delivery
EVT-5688,2026-04-16,North-West,complaint,,,late delivery
EVT-5689,2026-04-16,North-West,complaint,,,damaged item
EVT-5690,2026-04-17,North-West,complaint,,,damaged item
EVT-5691,2026-04-17,South,complaint,,,wrong item
EVT-5692,2026-04-18,North,complaint,,,damaged item
EVT-5693,2026-04-18,North,complaint,,,wrong item
EVT-5694,2026-04-18,North-West,complaint,,,wrong item
EVT-5695,2026-04-18,West,complaint,,,billing issue
EVT-5696,2026-04-19,East,complaint,,,billing issue
EVT-5697,2026-04-19,East,complaint,,,late delivery
EVT-5698,2026-04-19,North-West,complaint,,,wrong item
EVT-5699,2026-04-19,South,complaint,,,wrong item
EVT-5700,2026-04-19,West,complaint,,,late delivery
EVT-5701,2026-04-19,West,complaint,,,damaged item
EVT-5702,2026-04-21,East,complaint,,,late delivery
EVT-5703,2026-04-21,East,complaint,,,damaged item
EVT-5704,2026-04-21,North,complaint,,,billing issue
EVT-5705,2026-04-21,North-West,complaint,,,billing issue
EVT-5706,2026-04-21,West,complaint,,,billing issue
EVT-5707,2026-04-22,South,complaint,,,billing issue
EVT-5708,2026-04-23,North,complaint,,,late delivery
EVT-5709,2026-04-23,North-West,complaint,,,late delivery
EVT-5710,2026-04-23,West,complaint,,,wrong item
EVT-5711,2026-04-23,West,complaint,,,damaged item
EVT-5712,2026-04-25,North,complaint,,,damaged item
EVT-5713,2026-04-25,South,complaint,,,wrong item
EVT-5714,2026-04-26,North,complaint,,,late delivery
EVT-5715,2026-04-26,North-West,complaint,,,wrong item
EVT-5716,2026-04-26,South,complaint,,,damaged item
EVT-5717,2026-04-27,North-West,complaint,,,billing issue
EVT-5718,2026-04-27,North-West,complaint,,,damaged item
EVT-5719,2026-04-27,South,complaint,,,damaged item
EVT-5720,2026-04-27,South,complaint,,,wrong item
EVT-5721,2026-04-27,West,complaint,,,billing issue
EVT-5722,2026-04-28,East,complaint,,,damaged item
EVT-5723,2026-04-28,North-West,complaint,,,late delivery
EVT-5724,2026-04-28,South,complaint,,,damaged item
EVT-5725,2026-04-28,South,complaint,,,damaged item
EVT-5726,2026-04-28,West,complaint,,,damaged item
EVT-5727,2026-04-29,North-West,complaint,,,wrong item
EVT-5728,2026-04-30,North,complaint,,,late delivery
EVT-5729,2026-04-30,North,complaint,,,late delivery
EVT-5730,2026-04-30,North-West,complaint,,,damaged item
EVT-5731,2026-04-30,West,complaint,,,wrong item
EVT-5732,2026-05-01,North-West,complaint,,,billing issue
EVT-5733,2026-05-01,North-West,complaint,,,wrong item
EVT-5734,2026-05-01,South,complaint,,,wrong item
EVT-5735,2026-05-01,South,complaint,,,wrong item
EVT-5736,2026-05-02,South,complaint,,,late delivery
EVT-5737,2026-05-02,West,complaint,,,late delivery
EVT-5738,2026-05-02,West,complaint,,,wrong item
EVT-5739,2026-05-03,East,complaint,,,wrong item
EVT-5740,2026-05-03,North-West,complaint,,,wrong item
EVT-5741,2026-05-03,South,complaint,,,billing issue
EVT-5742,2026-05-03,West,complaint,,,damaged item
EVT-5743,2026-05-04,North-West,complaint,,,wrong item
EVT-5744,2026-05-04,West,complaint,,,wrong item
EVT-5745,2026-05-05,North,complaint,,,late delivery
EVT-5746,2026-05-05,South,complaint,,,wrong item
EVT-5747,2026-05-06,North-West,complaint,,,late delivery
EVT-5748,2026-05-06,North-West,complaint,,,late delivery
EVT-5749,2026-05-07,East,complaint,,,billing issue
EVT-5750,2026-05-07,East,complaint,,,damaged item
EVT-5751,2026-05-07,East,complaint,,,wrong item
EVT-5752,2026-05-07,East,complaint,,,late delivery
EVT-5753,2026-05-08,North,complaint,,,wrong item
EVT-5754,2026-05-09,North-West,complaint,,,late delivery
EVT-5755,2026-05-09,South,complaint,,,wrong item
EVT-5756,2026-05-09,South,complaint,,,damaged item
EVT-5757,2026-05-09,West,complaint,,,wrong item
EVT-5758,2026-05-10,North,complaint,,,wrong item
EVT-5759,2026-05-10,North-West,complaint,,,wrong item
EVT-5760,2026-05-11,North,complaint,,,wrong item
EVT-5761,2026-05-11,North,complaint,,,billing issue
EVT-5762,2026-05-11,North-West,complaint,,,wrong item
EVT-5763,2026-05-11,West,complaint,,,wrong item
EVT-5764,2026-05-12,East,complaint,,,damaged item
EVT-5765,2026-05-12,North-West,complaint,,,late delivery
EVT-5766,2026-05-12,West,complaint,,,wrong item
EVT-5767,2026-05-13,West,complaint,,,billing issue
EVT-5768,2026-05-14,North-West,complaint,,,late delivery
EVT-5769,2026-05-14,South,complaint,,,late delivery
EVT-5770,2026-05-14,West,complaint,,,damaged item
EVT-5771,2026-05-15,North-West,complaint,,,wrong item
EVT-5772,2026-05-15,North-West,complaint,,,wrong item
EVT-5773,2026-05-15,West,complaint,,,late delivery
EVT-5774,2026-05-16,South,complaint,,,damaged item
EVT-5775,2026-05-16,South,complaint,,,billing issue
EVT-5776,2026-05-17,West,complaint,,,damaged item
EVT-5777,2026-05-18,North,complaint,,,wrong item
EVT-5778,2026-05-18,North-West,complaint,,,late delivery
EVT-5779,2026-05-18,North-West,complaint,,,late delivery
EVT-5780,2026-05-18,South,complaint,,,late delivery
EVT-5781,2026-05-18,West,complaint,,,damaged item
EVT-5782,2026-05-19,North,complaint,,,billing issue
EVT-5783,2026-05-19,North-West,complaint,,,billing issue
EVT-5784,2026-05-19,South,complaint,,,billing issue
EVT-5785,2026-05-19,West,complaint,,,billing issue
EVT-5786,2026-05-20,North,complaint,,,damaged item
EVT-5787,2026-05-20,North,complaint,,,late delivery
EVT-5788,2026-05-20,West,complaint,,,damaged item
EVT-5789,2026-05-20,West,complaint,,,late delivery
EVT-5790,2026-05-21,South,complaint,,,damaged item
EVT-5791,2026-05-21,West,complaint,,,damaged item
EVT-5792,2026-05-22,East,complaint,,,wrong item
EVT-5793,2026-05-22,South,complaint,,,damaged item
EVT-5794,2026-05-22,South,complaint,,,damaged item
EVT-5795,2026-05-23,East,complaint,,,damaged item
EVT-5796,2026-05-23,West,complaint,,,wrong item
EVT-5797,2026-05-24,North-West,complaint,,,billing issue
EVT-5798,2026-05-25,North,complaint,,,billing issue
EVT-5799,2026-05-25,North-West,complaint,,,wrong item
EVT-5800,2026-05-25,South,complaint,,,damaged item
EVT-5801,2026-05-25,South,complaint,,,damaged item
EVT-5802,2026-05-25,West,complaint,,,damaged item
EVT-5803,2026-05-26,North,complaint,,,wrong item
EVT-5804,2026-05-26,North,complaint,,,late delivery
EVT-5805,2026-05-26,North-West,complaint,,,late delivery
EVT-5806,2026-05-27,East,complaint,,,damaged item
EVT-5807,2026-05-27,South,complaint,,,damaged item
EVT-5808,2026-05-27,West,complaint,,,wrong item
EVT-5809,2026-05-27,West,complaint,,,billing issue
EVT-5810,2026-05-28,North-West,complaint,,,wrong item
EVT-5811,2026-05-29,East,complaint,,,damaged item
EVT-5812,2026-05-29,North,complaint,,,late delivery
EVT-5813,2026-05-30,North-West,complaint,,,damaged item
EVT-5814,2026-05-30,South,complaint,,,late delivery
EVT-5815,2026-05-31,North-West,complaint,,,wrong item
EVT-5816,2026-05-31,South,complaint,,,damaged item
EVT-5817,2026-05-31,West,complaint,,,billing issue
EVT-5818,2026-06-01,North,complaint,,,late delivery
EVT-5819,2026-06-01,North-West,complaint,,,billing issue
EVT-5820,2026-06-01,North-West,complaint,,,wrong item
EVT-5821,2026-06-01,West,complaint,,,billing issue
EVT-5822,2026-06-02,East,complaint,,,late delivery
EVT-5823,2026-06-02,North-West,complaint,,,damaged item
EVT-5824,2026-06-03,South,complaint,,,damaged item
EVT-5825,2026-06-04,North,complaint,,,late delivery
EVT-5826,2026-06-04,North,complaint,,,damaged item
EVT-5827,2026-06-04,North-West,complaint,,,billing issue
EVT-5828,2026-06-04,West,complaint,,,wrong item
EVT-5829,2026-06-05,North-West,complaint,,,damaged item
EVT-5830,2026-06-06,North,complaint,,,wrong item
EVT-5831,2026-06-06,West,complaint,,,damaged item
EVT-5832,2026-06-07,East,complaint,,,wrong item
EVT-5833,2026-06-07,South,complaint,,,wrong item
EVT-5834,2026-06-08,West,complaint,,,wrong item
EVT-5835,2026-06-09,North,complaint,,,late delivery
EVT-5836,2026-06-09,North-West,complaint,,,late delivery
EVT-5837,2026-06-09,West,complaint,,,damaged item
EVT-5838,2026-06-10,North-West,complaint,,,billing issue
EVT-5839,2026-06-10,South,complaint,,,late delivery
EVT-5840,2026-06-11,South,complaint,,,billing issue
EVT-5841,2026-06-11,West,complaint,,,wrong item
EVT-5842,2026-06-12,North,complaint,,,damaged item
EVT-5843,2026-06-12,North-West,complaint,,,late delivery
EVT-5844,2026-06-12,North-West,complaint,,,damaged item
EVT-5845,2026-06-12,South,complaint,,,late delivery
EVT-5846,2026-06-13,East,complaint,,,damaged item
EVT-5847,2026-06-13,North-West,complaint,,,wrong item
EVT-5848,2026-06-14,North-West,complaint,,,late delivery
EVT-5849,2026-06-14,South,complaint,,,billing issue
EVT-5850,2026-06-14,West,complaint,,,late delivery
EVT-5851,2026-06-14,West,complaint,,,late delivery
EVT-5852,2026-06-15,South,complaint,,,billing issue
EVT-5853,2026-06-15,West,complaint,,,late delivery
EVT-5854,2026-06-16,South,complaint,,,damaged item
EVT-5855,2026-06-16,South,complaint,,,damaged item
EVT-5856,2026-06-17,North,complaint,,,billing issue
EVT-5857,2026-06-17,South,complaint,,,late delivery
EVT-5858,2026-06-18,North-West,complaint,,,billing issue
EVT-5859,2026-06-19,North-West,complaint,,,damaged item
EVT-5860,2026-06-19,North-West,complaint,,,late delivery
EVT-5861,2026-06-19,West,complaint,,,late delivery
EVT-5862,2026-06-20,North,complaint,,,wrong item
EVT-5863,2026-06-20,South,complaint,,,wrong item
EVT-5864,2026-06-20,South,complaint,,,billing issue
EVT-5865,2026-06-21,North-West,complaint,,,damaged item
EVT-5866,2026-06-21,South,complaint,,,wrong item
EVT-5867,2026-06-21,West,complaint,,,billing issue
EVT-5868,2026-06-22,East,complaint,,,late delivery
EVT-5869,2026-06-22,North-West,complaint,,,wrong item
EVT-5870,2026-06-22,West,complaint,,,late delivery
EVT-5871,2026-06-23,East,complaint,,,damaged item
EVT-5872,2026-06-23,East,complaint,,,wrong item
EVT-5873,2026-06-23,East,complaint,,,late delivery
EVT-5874,2026-06-24,North-West,complaint,,,late delivery
EVT-5875,2026-06-24,West,complaint,,,late delivery
EVT-5876,2026-06-25,West,complaint,,,wrong item
EVT-5877,2026-06-26,North-West,complaint,,,damaged item
EVT-5878,2026-06-27,North,complaint,,,billing issue
EVT-5879,2026-06-28,North,complaint,,,late delivery
EVT-5880,2026-06-28,North,complaint,,,wrong item
EVT-5881,2026-06-28,North-West,complaint,,,late delivery
EVT-5882,2026-06-29,North-West,complaint,,,billing issue
EVT-5883,2026-06-29,South,complaint,,,wrong item
EVT-5884,2026-06-30,East,complaint,,,late delivery
EVT-5885,2026-06-30,North-West,complaint,,,damaged item
EVT-5886,2026-06-30,North-West,complaint,,,late delivery
EVT-5887,2026-06-30,South,complaint,,,damaged item
EVT-5888,2026-07-01,North-West,complaint,,,late delivery
EVT-5889,2026-07-01,North-West,complaint,,,late delivery
EVT-5890,2026-07-01,North-West,complaint,,,late delivery
EVT-5891,2026-07-01,South,complaint,,,billing issue
EVT-5892,2026-07-02,North,complaint,,,damaged item
EVT-5893,2026-07-02,North-West,complaint,,,late delivery
EVT-5894,2026-07-03,East,complaint,,,damaged item
EVT-5895,2026-07-03,East,complaint,,,late delivery
EVT-5896,2026-07-03,North-West,complaint,,,wrong item
EVT-5897,2026-07-04,North-West,complaint,,,damaged item
EVT-5898,2026-07-04,North-West,complaint,,,late delivery
EVT-5899,2026-07-04,South,complaint,,,wrong item
EVT-5900,2026-07-05,North-West,complaint,,,late delivery
EVT-5901,2026-07-05,North-West,complaint,,,late delivery
EVT-5902,2026-07-05,West,complaint,,,wrong item
EVT-5903,2026-07-06,North,complaint,,,late delivery
EVT-5904,2026-07-06,North-West,complaint,,,wrong item
EVT-5905,2026-07-06,North-West,complaint,,,billing issue
EVT-5906,2026-07-06,North-West,complaint,,,late delivery
EVT-5907,2026-07-08,North-West,complaint,,,late delivery
EVT-5908,2026-07-08,North-West,complaint,,,damaged item
EVT-5909,2026-07-09,North,complaint,,,late delivery
EVT-5910,2026-07-09,North-West,complaint,,,late delivery
EVT-5911,2026-07-09,North-West,complaint,,,late delivery
EVT-5912,2026-07-09,North-West,complaint,,,late delivery
EVT-5913,2026-07-09,South,complaint,,,wrong item
EVT-5914,2026-07-09,South,complaint,,,wrong item
EVT-5915,2026-07-10,North,complaint,,,late delivery
EVT-5916,2026-07-10,North,complaint,,,billing issue
EVT-5917,2026-07-10,North-West,complaint,,,late delivery
EVT-5918,2026-07-10,North-West,complaint,,,late delivery
EVT-5919,2026-07-11,North,complaint,,,wrong item
EVT-5920,2026-07-11,North-West,complaint,,,late delivery
EVT-5921,2026-07-11,North-West,complaint,,,late delivery
EVT-5922,2026-07-11,North-West,complaint,,,billing issue
EVT-5923,2026-07-11,South,complaint,,,late delivery
EVT-5924,2026-07-11,West,complaint,,,billing issue
EVT-5925,2026-07-12,North-West,complaint,,,late delivery
EVT-5926,2026-07-12,North-West,complaint,,,late delivery
EVT-5927,2026-07-12,North-West,complaint,,,late delivery
EVT-5928,2026-07-13,North-West,complaint,,,late delivery
EVT-5929,2026-07-14,North,complaint,,,wrong item
EVT-5930,2026-07-14,North-West,complaint,,,late delivery
EVT-5931,2026-07-14,West,complaint,,,damaged item
EVT-5932,2026-07-15,East,complaint,,,damaged item
EVT-5933,2026-07-15,North-West,complaint,,,late delivery
EVT-5934,2026-07-15,North-West,complaint,,,damaged item
EVT-5935,2026-07-16,North-West,complaint,,,late delivery
EVT-5936,2026-07-16,South,complaint,,,wrong item
EVT-5937,2026-07-17,North-West,complaint,,,late delivery
EVT-5938,2026-07-17,North-West,complaint,,,damaged item
EVT-5939,2026-07-17,North-West,complaint,,,late delivery
EVT-5940,2026-07-17,North-West,complaint,,,late delivery
EVT-5941,2026-07-18,East,complaint,,,damaged item
EVT-5942,2026-07-18,North-West,complaint,,,billing issue
EVT-5943,2026-07-18,South,complaint,,,wrong item
EVT-5944,2026-07-19,North-West,complaint,,,damaged item
EVT-5945,2026-07-19,South,complaint,,,late delivery
EVT-5946,2026-07-20,East,complaint,,,wrong item
EVT-5947,2026-07-20,North-West,complaint,,,late delivery
EVT-5948,2026-07-20,North-West,complaint,,,damaged item
EVT-5949,2026-07-20,South,complaint,,,wrong item
EVT-5950,2026-07-21,East,complaint,,,wrong item
EVT-5951,2026-07-21,North,complaint,,,damaged item
EVT-5952,2026-07-21,North-West,complaint,,,damaged item
EVT-5953,2026-07-21,North-West,complaint,,,damaged item
EVT-5954,2026-07-22,East,complaint,,,late delivery
EVT-5955,2026-07-22,North,complaint,,,damaged item
EVT-5956,2026-07-22,North-West,complaint,,,damaged item
EVT-5957,2026-07-23,North-West,complaint,,,late delivery
EVT-5958,2026-07-23,North-West,complaint,,,late delivery
EVT-5959,2026-07-23,North-West,complaint,,,damaged item
EVT-5960,2026-07-23,North-West,complaint,,,late delivery
EVT-5961,2026-07-23,North-West,complaint,,,late delivery
EVT-5962,2026-07-23,West,complaint,,,late delivery
EVT-5963,2026-07-24,North-West,complaint,,,late delivery
EVT-5964,2026-07-24,North-West,complaint,,,late delivery
EVT-5965,2026-07-24,North-West,complaint,,,late delivery
EVT-5966,2026-07-25,North-West,complaint,,,late delivery
EVT-5967,2026-07-25,South,complaint,,,wrong item
EVT-5968,2026-07-25,West,complaint,,,late delivery
EVT-5969,2026-07-26,North,complaint,,,damaged item
EVT-5970,2026-07-26,North,complaint,,,damaged item
EVT-5971,2026-07-26,North-West,complaint,,,billing issue
EVT-5972,2026-07-27,North-West,complaint,,,damaged item
EVT-5973,2026-07-27,North-West,complaint,,,late delivery
EVT-5974,2026-07-27,South,complaint,,,late delivery
EVT-5975,2026-07-28,North,complaint,,,billing issue
EVT-5976,2026-07-28,North,complaint,,,billing issue
EVT-5977,2026-07-28,North-West,complaint,,,late delivery
EVT-5978,2026-07-28,North-West,complaint,,,late delivery
EVT-5979,2026-07-28,South,complaint,,,damaged item
EVT-5980,2026-07-28,West,complaint,,,late delivery
EVT-5981,2026-07-29,North,complaint,,,late delivery
EVT-5982,2026-07-29,North,complaint,,,damaged item
EVT-5983,2026-07-29,North-West,complaint,,,wrong item
EVT-5984,2026-07-29,North-West,complaint,,,late delivery
EVT-5985,2026-07-29,North-West,complaint,,,late delivery
EVT-5986,2026-07-29,North-West,complaint,,,damaged item
EVT-5987,2026-07-29,West,complaint,,,late delivery
EVT-5988,2026-07-30,East,complaint,,,billing issue
EVT-5989,2026-07-30,North,complaint,,,late delivery
EVT-5990,2026-07-30,North-West,complaint,,,late delivery
EVT-5991,2026-07-31,North,complaint,,,billing issue
EVT-5992,2026-07-31,South,complaint,,,billing issue
EVT-5993,2026-07-31,West,complaint,,,wrong item
EVT-5994,2026-08-01,North-West,complaint,,,late delivery
EVT-5995,2026-08-01,North-West,complaint,,,damaged item
EVT-5996,2026-08-01,North-West,complaint,,,billing issue
EVT-5997,2026-08-01,South,complaint,,,late delivery
EVT-5998,2026-08-01,West,complaint,,,wrong item
EVT-5999,2026-08-02,North-West,complaint,,,late delivery
EVT-6000,2026-08-03,North,complaint,,,damaged item
EVT-6001,2026-08-03,North-West,complaint,,,late delivery
EVT-6002,2026-08-03,North-West,complaint,,,wrong item
EVT-6003,2026-08-03,West,complaint,,,billing issue
EVT-6004,2026-08-04,North-West,complaint,,,damaged item
EVT-6005,2026-08-04,North-West,complaint,,,late delivery
EVT-6006,2026-08-05,North-West,complaint,,,late delivery
EVT-6007,2026-08-05,North-West,complaint,,,late delivery
EVT-6008,2026-08-05,North-West,complaint,,,late delivery
