order_id,order_date,region,segment,category,account,order_value
ORD-123805,2025-11-17,North-West,consumer,grocery,,2646.88
ORD-123806,2025-11-17,North-West,consumer,grocery,,2480.6
ORD-123807,2025-11-17,North-West,consumer,fashion,,3529.7
ORD-123808,2025-11-17,North-West,consumer,electronics,,2578.04
ORD-123809,2025-11-17,North-West,consumer,electronics,,3124.33
ORD-123810,2025-11-17,North-West,consumer,electronics,,1208.82
ORD-123811,2025-11-17,North-West,consumer,fashion,,2536.63
ORD-123812,2025-11-17,North-West,consumer,fashion,,2064.83
ORD-123813,2025-11-17,North-West,consumer,electronics,,3051.5
ORD-123814,2025-11-17,North-West,consumer,grocery,,2628.69
ORD-123815,2025-11-17,North-West,consumer,fashion,,3817.59
ORD-123816,2025-11-17,North-West,consumer,grocery,,1561.33
ORD-123817,2025-11-17,North-West,consumer,fashion,,1759.83
ORD-123818,2025-11-17,North-West,consumer,fashion,,2707.1
ORD-123819,2025-11-17,North-West,consumer,fashion,,2283.21
ORD-123820,2025-11-17,North-West,consumer,grocery,,1550.8
ORD-123821,2025-11-17,North-West,consumer,electronics,,2735.94
ORD-123822,2025-11-17,North-West,consumer,electronics,,1954.26
ORD-123823,2025-11-17,North-West,consumer,fashion,,2805.49
ORD-123824,2025-11-17,North-West,consumer,electronics,,870.1
ORD-123825,2025-11-17,North-West,consumer,electronics,,2135.94
ORD-123826,2025-11-17,North-West,consumer,fashion,,2541.23
ORD-123827,2025-11-17,North-West,consumer,electronics,,2552.38
ORD-123828,2025-11-17,North-West,consumer,fashion,,3029.13
ORD-123829,2025-11-17,North-West,consumer,grocery,,2179.98
ORD-123830,2025-11-17,North-West,consumer,electronics,,2802.88
ORD-123831,2025-11-17,North-West,consumer,electronics,,2337.49
ORD-123832,2025-11-17,North-West,consumer,electronics,,3059.96
ORD-123833,2025-11-17,North-West,consumer,electronics,,1016.03
ORD-123834,2025-11-17,North-West,smb,grocery,,19754.25
ORD-123835,2025-11-17,North-West,smb,fashion,,24658.25
ORD-123836,2025-11-17,North-West,smb,grocery,,13500.88
ORD-123837,2025-11-17,North-West,smb,fashion,,14600.13
ORD-123838,2025-11-17,North-West,smb,electronics,,13371.01
ORD-123839,2025-11-17,North-West,smb,grocery,,13680.54
ORD-123840,2025-11-17,North-West,smb,electronics,,18220.64
ORD-123841,2025-11-17,North-West,smb,grocery,,12468.55
ORD-123842,2025-11-17,North-West,smb,electronics,,19511.37
ORD-123843,2025-11-17,North-West,smb,grocery,,21290.3
ORD-123844,2025-11-17,North-West,smb,grocery,,11642.4
ORD-123845,2025-11-17,South,consumer,fashion,,3240.23
ORD-123846,2025-11-17,South,consumer,fashion,,823.0
ORD-123847,2025-11-17,South,consumer,electronics,,3586.9
ORD-123848,2025-11-17,South,consumer,fashion,,2286.94
ORD-123849,2025-11-17,South,consumer,electronics,,3099.61
ORD-123850,2025-11-17,South,consumer,electronics,,300.0
ORD-123851,2025-11-17,South,consumer,electronics,,2769.19
ORD-123852,2025-11-17,South,consumer,grocery,,2333.84
ORD-123853,2025-11-17,South,consumer,fashion,,2201.4
ORD-123854,2025-11-17,South,consumer,fashion,,2311.55
ORD-123855,2025-11-17,South,consumer,grocery,,1863.51
ORD-123856,2025-11-17,South,consumer,grocery,,1128.95
ORD-123857,2025-11-17,South,consumer,electronics,,1262.09
ORD-123858,2025-11-17,South,consumer,fashion,,2424.14
ORD-123859,2025-11-17,South,consumer,electronics,,3580.27
ORD-123860,2025-11-17,South,consumer,electronics,,3396.17
ORD-123861,2025-11-17,South,consumer,fashion,,2607.3
ORD-123862,2025-11-17,South,consumer,electronics,,1960.16
ORD-123863,2025-11-17,South,consumer,electronics,,4256.76
ORD-123864,2025-11-17,South,consumer,fashion,,3012.81
ORD-123865,2025-11-17,South,consumer,electronics,,2935.18
ORD-123866,2025-11-17,South,consumer,electronics,,1200.78
ORD-123867,2025-11-17,South,consumer,grocery,,2629.98
ORD-123868,2025-11-17,South,consumer,electronics,,1285.94
ORD-123869,2025-11-17,South,consumer,fashion,,4273.48
ORD-123870,2025-11-17,South,consumer,fashion,,1643.11
ORD-123871,2025-11-17,South,consumer,grocery,,1853.9
ORD-123872,2025-11-17,South,consumer,electronics,,1815.65
ORD-123873,2025-11-17,South,consumer,electronics,,2066.85
ORD-123874,2025-11-17,South,consumer,fashion,,3003.37
ORD-123875,2025-11-17,South,consumer,electronics,,2402.73
ORD-123876,2025-11-17,South,consumer,electronics,,2438.1
ORD-123877,2025-11-17,South,consumer,electronics,,3047.2
ORD-123878,2025-11-17,South,smb,grocery,,17578.36
ORD-123879,2025-11-17,South,smb,electronics,,9959.99
ORD-123880,2025-11-17,South,smb,fashion,,16901.2
ORD-123881,2025-11-17,South,smb,electronics,,12109.08
ORD-123882,2025-11-17,South,smb,grocery,,7955.18
ORD-123883,2025-11-17,South,smb,grocery,,15149.3
ORD-123884,2025-11-17,South,smb,fashion,,26445.49
ORD-123885,2025-11-17,South,smb,grocery,,17570.78
ORD-123886,2025-11-17,East,consumer,grocery,,2939.46
ORD-123887,2025-11-17,East,consumer,grocery,,2782.64
ORD-123888,2025-11-17,East,consumer,grocery,,1949.14
ORD-123889,2025-11-17,East,consumer,fashion,,797.92
ORD-123890,2025-11-17,East,consumer,grocery,,1043.7
ORD-123891,2025-11-17,East,consumer,fashion,,1718.49
ORD-123892,2025-11-17,East,consumer,electronics,,1130.88
ORD-123893,2025-11-17,East,consumer,fashion,,2332.09
ORD-123894,2025-11-17,East,consumer,electronics,,1713.73
ORD-123895,2025-11-17,East,consumer,fashion,,1236.49
ORD-123896,2025-11-17,East,consumer,electronics,,1119.59
ORD-123897,2025-11-17,East,consumer,grocery,,967.25
ORD-123898,2025-11-17,East,consumer,grocery,,2349.22
ORD-123899,2025-11-17,East,consumer,grocery,,1739.5
ORD-123900,2025-11-17,East,consumer,fashion,,2423.16
ORD-123901,2025-11-17,East,consumer,grocery,,2330.36
ORD-123902,2025-11-17,East,consumer,electronics,,2217.02
ORD-123903,2025-11-17,East,consumer,grocery,,2982.56
ORD-123904,2025-11-17,East,consumer,electronics,,1074.01
ORD-123905,2025-11-17,East,consumer,electronics,,2987.42
ORD-123906,2025-11-17,East,consumer,electronics,,2753.3
ORD-123907,2025-11-17,East,smb,fashion,,16854.31
ORD-123908,2025-11-17,East,smb,fashion,,15066.74
ORD-123909,2025-11-17,East,smb,grocery,,14589.22
ORD-123910,2025-11-17,West,consumer,electronics,,1700.36
ORD-123911,2025-11-17,West,consumer,fashion,,2795.71
ORD-123912,2025-11-17,West,consumer,electronics,,2753.25
ORD-123913,2025-11-17,West,consumer,grocery,,2992.43
ORD-123914,2025-11-17,West,consumer,electronics,,4049.37
ORD-123915,2025-11-17,West,consumer,electronics,,789.14
ORD-123916,2025-11-17,West,consumer,grocery,,2571.79
ORD-123917,2025-11-17,West,consumer,fashion,,1949.11
ORD-123918,2025-11-17,West,consumer,fashion,,2364.2
ORD-123919,2025-11-17,West,consumer,fashion,,2440.53
ORD-123920,2025-11-17,West,consumer,grocery,,2135.27
ORD-123921,2025-11-17,West,consumer,electronics,,1421.44
ORD-123922,2025-11-17,West,consumer,grocery,,1482.74
ORD-123923,2025-11-17,West,consumer,grocery,,4313.05
ORD-123924,2025-11-17,West,consumer,grocery,,1156.58
ORD-123925,2025-11-17,West,consumer,fashion,,3503.98
ORD-123926,2025-11-17,West,consumer,grocery,,1468.47
ORD-123927,2025-11-17,West,consumer,electronics,,2485.85
ORD-123928,2025-11-17,West,consumer,fashion,,4171.36
ORD-123929,2025-11-17,West,consumer,electronics,,3115.35
ORD-123930,2025-11-17,West,consumer,electronics,,1105.7
ORD-123931,2025-11-17,West,consumer,fashion,,2096.68
ORD-123932,2025-11-17,West,consumer,electronics,,2376.72
ORD-123933,2025-11-17,West,consumer,grocery,,3327.51
ORD-123934,2025-11-17,West,consumer,fashion,,2442.53
ORD-123935,2025-11-17,West,consumer,electronics,,2257.02
ORD-123936,2025-11-17,West,consumer,grocery,,3947.97
ORD-123937,2025-11-17,West,consumer,grocery,,3822.3
ORD-123938,2025-11-17,West,consumer,grocery,,3028.8
ORD-123939,2025-11-17,West,consumer,fashion,,1836.5
ORD-123940,2025-11-17,West,consumer,fashion,,300.0
ORD-123941,2025-11-17,West,consumer,electronics,,1248.84
ORD-123942,2025-11-17,West,consumer,grocery,,1010.57
ORD-123943,2025-11-17,West,consumer,electronics,,2344.93
ORD-123944,2025-11-17,West,consumer,electronics,,3244.13
ORD-123945,2025-11-17,West,consumer,grocery,,4178.24
ORD-123946,2025-11-17,West,consumer,electronics,,3546.25
ORD-123947,2025-11-17,West,consumer,grocery,,1761.27
ORD-123948,2025-11-17,West,smb,fashion,,19051.78
ORD-123949,2025-11-17,West,smb,fashion,,18744.13
ORD-123950,2025-11-17,West,smb,electronics,,20261.31
ORD-123951,2025-11-17,North,enterprise,grocery,ENT-004|Bluepeak Traders,65005.32
ORD-123952,2025-11-17,North,enterprise,grocery,ENT-006|Deccan Supplies,67833.65
ORD-123953,2025-11-17,North-West,enterprise,grocery,ENT-017|Orchid Mart,111837.2
ORD-123954,2025-11-17,North-West,enterprise,fashion,ENT-017|Orchid Mart,73284.32
ORD-123955,2025-11-17,East,enterprise,grocery,ENT-031|Corbett Traders,49483.75
ORD-123956,2025-11-17,West,enterprise,electronics,ENT-034|Falcon Wholesale,83007.66
ORD-123957,2025-11-17,West,enterprise,fashion,ENT-038|Jubilee Stores,88445.76
ORD-123958,2025-11-18,North,consumer,electronics,,4943.7
ORD-123959,2025-11-18,North,consumer,grocery,,4395.1
ORD-123960,2025-11-18,North,consumer,grocery,,1946.58
ORD-123961,2025-11-18,North,consumer,grocery,,2615.57
ORD-123962,2025-11-18,North,consumer,fashion,,2729.02
ORD-123963,2025-11-18,North,consumer,fashion,,3240.38
ORD-123964,2025-11-18,North,consumer,grocery,,2518.13
ORD-123965,2025-11-18,North,consumer,grocery,,3486.21
ORD-123966,2025-11-18,North,consumer,fashion,,816.79
ORD-123967,2025-11-18,North,consumer,grocery,,1851.02
ORD-123968,2025-11-18,North,consumer,electronics,,2228.19
ORD-123969,2025-11-18,North,consumer,grocery,,1800.02
ORD-123970,2025-11-18,North,consumer,grocery,,841.24
ORD-123971,2025-11-18,North,consumer,fashion,,3195.48
ORD-123972,2025-11-18,North,consumer,electronics,,1403.72
ORD-123973,2025-11-18,North,consumer,grocery,,1793.12
ORD-123974,2025-11-18,North,consumer,grocery,,3079.37
ORD-123975,2025-11-18,North,consumer,fashion,,3501.94
ORD-123976,2025-11-18,North,consumer,electronics,,1891.02
ORD-123977,2025-11-18,North,consumer,fashion,,1466.94
ORD-123978,2025-11-18,North,consumer,electronics,,1668.05
ORD-123979,2025-11-18,North,consumer,electronics,,3403.22
ORD-123980,2025-11-18,North,consumer,fashion,,3454.17
ORD-123981,2025-11-18,North,consumer,electronics,,2702.85
ORD-123982,2025-11-18,North,consumer,electronics,,2622.32
ORD-123983,2025-11-18,North,consumer,fashion,,1213.17
ORD-123984,2025-11-18,North,consumer,grocery,,2818.58
ORD-123985,2025-11-18,North,consumer,fashion,,3107.15
ORD-123986,2025-11-18,North,consumer,electronics,,2548.9
ORD-123987,2025-11-18,North,consumer,electronics,,2581.69
ORD-123988,2025-11-18,North,consumer,electronics,,1471.43
ORD-123989,2025-11-18,North,smb,grocery,,14070.36
ORD-123990,2025-11-18,North,smb,electronics,,15479.31
ORD-123991,2025-11-18,North,smb,electronics,,26003.75
ORD-123992,2025-11-18,North,smb,grocery,,31243.89
ORD-123993,2025-11-18,North,smb,electronics,,27250.9
ORD-123994,2025-11-18,North-West,consumer,electronics,,880.24
ORD-123995,2025-11-18,North-West,consumer,electronics,,3692.91
ORD-123996,2025-11-18,North-West,consumer,fashion,,986.18
ORD-123997,2025-11-18,North-West,consumer,fashion,,2057.94
ORD-123998,2025-11-18,North-West,consumer,electronics,,2096.43
ORD-123999,2025-11-18,North-West,consumer,electronics,,2554.54
ORD-124000,2025-11-18,North-West,consumer,grocery,,1619.43
ORD-124001,2025-11-18,North-West,consumer,electronics,,3421.29
ORD-124002,2025-11-18,North-West,consumer,fashion,,2546.78
ORD-124003,2025-11-18,North-West,consumer,electronics,,2384.09
ORD-124004,2025-11-18,North-West,consumer,electronics,,1814.75
ORD-124005,2025-11-18,North-West,consumer,grocery,,2894.7
ORD-124006,2025-11-18,North-West,consumer,fashion,,3657.56
ORD-124007,2025-11-18,North-West,consumer,fashion,,4825.48
ORD-124008,2025-11-18,North-West,consumer,grocery,,1552.99
ORD-124009,2025-11-18,North-West,consumer,electronics,,2277.16
ORD-124010,2025-11-18,North-West,consumer,grocery,,683.63
ORD-124011,2025-11-18,North-West,consumer,electronics,,3011.85
ORD-124012,2025-11-18,North-West,consumer,electronics,,1171.27
ORD-124013,2025-11-18,North-West,consumer,electronics,,2647.9
ORD-124014,2025-11-18,North-West,consumer,electronics,,3511.39
ORD-124015,2025-11-18,North-West,consumer,grocery,,2029.23
ORD-124016,2025-11-18,North-West,consumer,fashion,,1561.08
ORD-124017,2025-11-18,North-West,consumer,electronics,,3586.3
ORD-124018,2025-11-18,North-West,consumer,grocery,,3039.62
ORD-124019,2025-11-18,North-West,consumer,electronics,,1383.19
ORD-124020,2025-11-18,North-West,consumer,grocery,,2525.76
ORD-124021,2025-11-18,North-West,consumer,grocery,,1631.66
ORD-124022,2025-11-18,North-West,consumer,electronics,,3354.51
ORD-124023,2025-11-18,North-West,consumer,fashion,,2510.66
ORD-124024,2025-11-18,North-West,consumer,grocery,,3774.92
ORD-124025,2025-11-18,North-West,consumer,fashion,,1561.6
ORD-124026,2025-11-18,North-West,consumer,fashion,,2604.38
ORD-124027,2025-11-18,North-West,consumer,electronics,,2388.98
ORD-124028,2025-11-18,North-West,consumer,fashion,,2629.23
ORD-124029,2025-11-18,North-West,consumer,fashion,,1890.31
ORD-124030,2025-11-18,North-West,consumer,grocery,,374.1
ORD-124031,2025-11-18,North-West,consumer,fashion,,3011.17
ORD-124032,2025-11-18,North-West,consumer,grocery,,2448.26
ORD-124033,2025-11-18,North-West,consumer,grocery,,1651.85
ORD-124034,2025-11-18,North-West,consumer,grocery,,1948.37
ORD-124035,2025-11-18,North-West,consumer,fashion,,1347.65
ORD-124036,2025-11-18,North-West,consumer,fashion,,727.5
ORD-124037,2025-11-18,North-West,consumer,electronics,,3334.85
ORD-124038,2025-11-18,North-West,consumer,grocery,,2914.42
ORD-124039,2025-11-18,North-West,consumer,electronics,,1183.82
ORD-124040,2025-11-18,North-West,consumer,fashion,,4672.26
ORD-124041,2025-11-18,North-West,consumer,electronics,,1385.87
ORD-124042,2025-11-18,North-West,consumer,electronics,,3043.12
ORD-124043,2025-11-18,North-West,consumer,fashion,,2403.36
ORD-124044,2025-11-18,North-West,consumer,grocery,,1263.34
ORD-124045,2025-11-18,North-West,consumer,grocery,,2714.71
ORD-124046,2025-11-18,North-West,consumer,grocery,,2234.0
ORD-124047,2025-11-18,North-West,consumer,fashion,,1826.73
ORD-124048,2025-11-18,North-West,consumer,electronics,,3587.24
ORD-124049,2025-11-18,North-West,consumer,electronics,,2961.5
ORD-124050,2025-11-18,North-West,smb,fashion,,11740.45
ORD-124051,2025-11-18,North-West,smb,fashion,,17073.23
ORD-124052,2025-11-18,North-West,smb,grocery,,12076.2
ORD-124053,2025-11-18,North-West,smb,electronics,,24950.37
ORD-124054,2025-11-18,North-West,smb,electronics,,14366.96
ORD-124055,2025-11-18,North-West,smb,grocery,,18250.09
ORD-124056,2025-11-18,North-West,smb,fashion,,20360.74
ORD-124057,2025-11-18,North-West,smb,electronics,,11437.04
ORD-124058,2025-11-18,North-West,smb,electronics,,13607.48
ORD-124059,2025-11-18,South,consumer,grocery,,3190.2
ORD-124060,2025-11-18,South,consumer,grocery,,754.55
ORD-124061,2025-11-18,South,consumer,electronics,,2808.89
ORD-124062,2025-11-18,South,consumer,grocery,,1998.04
ORD-124063,2025-11-18,South,consumer,grocery,,3841.23
ORD-124064,2025-11-18,South,consumer,fashion,,2811.56
ORD-124065,2025-11-18,South,consumer,electronics,,3366.45
ORD-124066,2025-11-18,South,consumer,grocery,,1424.06
ORD-124067,2025-11-18,South,consumer,fashion,,875.34
ORD-124068,2025-11-18,South,consumer,grocery,,2073.94
ORD-124069,2025-11-18,South,consumer,fashion,,2950.55
ORD-124070,2025-11-18,South,consumer,fashion,,2464.15
ORD-124071,2025-11-18,South,consumer,fashion,,3435.69
ORD-124072,2025-11-18,South,consumer,fashion,,2891.78
ORD-124073,2025-11-18,South,consumer,electronics,,1455.52
ORD-124074,2025-11-18,South,consumer,fashion,,2818.18
ORD-124075,2025-11-18,South,consumer,electronics,,2554.75
ORD-124076,2025-11-18,South,consumer,fashion,,3543.74
ORD-124077,2025-11-18,South,consumer,grocery,,1566.57
ORD-124078,2025-11-18,South,consumer,fashion,,1803.08
ORD-124079,2025-11-18,South,consumer,electronics,,2757.22
ORD-124080,2025-11-18,South,consumer,electronics,,3672.41
ORD-124081,2025-11-18,South,consumer,electronics,,2220.59
ORD-124082,2025-11-18,South,consumer,grocery,,2936.88
ORD-124083,2025-11-18,South,consumer,electronics,,2431.7
ORD-124084,2025-11-18,South,consumer,electronics,,2361.8
ORD-124085,2025-11-18,South,consumer,fashion,,3436.7
ORD-124086,2025-11-18,South,consumer,fashion,,2498.88
ORD-124087,2025-11-18,South,consumer,grocery,,2001.7
ORD-124088,2025-11-18,South,consumer,fashion,,1948.48
ORD-124089,2025-11-18,South,consumer,electronics,,2123.62
ORD-124090,2025-11-18,South,consumer,fashion,,1777.16
ORD-124091,2025-11-18,South,consumer,grocery,,2185.87
ORD-124092,2025-11-18,South,consumer,electronics,,2452.96
ORD-124093,2025-11-18,South,consumer,grocery,,2658.07
ORD-124094,2025-11-18,South,consumer,fashion,,1513.31
ORD-124095,2025-11-18,South,consumer,electronics,,2021.49
ORD-124096,2025-11-18,South,consumer,electronics,,2065.51
ORD-124097,2025-11-18,South,consumer,fashion,,1712.99
ORD-124098,2025-11-18,South,consumer,electronics,,1878.53
ORD-124099,2025-11-18,South,consumer,grocery,,3210.66
ORD-124100,2025-11-18,South,consumer,electronics,,3627.59
ORD-124101,2025-11-18,South,consumer,electronics,,2118.28
ORD-124102,2025-11-18,South,smb,electronics,,10236.76
ORD-124103,2025-11-18,South,smb,electronics,,24099.53
ORD-124104,2025-11-18,South,smb,grocery,,13412.75
ORD-124105,2025-11-18,South,smb,fashion,,26323.12
ORD-124106,2025-11-18,South,smb,electronics,,14023.19
ORD-124107,2025-11-18,South,smb,fashion,,10935.47
ORD-124108,2025-11-18,East,consumer,fashion,,1260.73
ORD-124109,2025-11-18,East,consumer,grocery,,316.03
ORD-124110,2025-11-18,East,consumer,fashion,,1586.61
ORD-124111,2025-11-18,East,consumer,grocery,,2985.16
ORD-124112,2025-11-18,East,consumer,electronics,,3369.05
ORD-124113,2025-11-18,East,consumer,grocery,,2187.96
ORD-124114,2025-11-18,East,consumer,fashion,,1948.7
ORD-124115,2025-11-18,East,consumer,grocery,,1879.28
ORD-124116,2025-11-18,East,consumer,grocery,,2673.92
ORD-124117,2025-11-18,East,consumer,fashion,,3193.37
ORD-124118,2025-11-18,East,consumer,fashion,,2271.17
ORD-124119,2025-11-18,East,consumer,electronics,,2063.52
ORD-124120,2025-11-18,East,consumer,electronics,,3102.67
ORD-124121,2025-11-18,East,consumer,fashion,,3744.93
ORD-124122,2025-11-18,East,consumer,electronics,,2142.04
ORD-124123,2025-11-18,East,consumer,fashion,,2476.43
ORD-124124,2025-11-18,East,consumer,grocery,,1723.7
ORD-124125,2025-11-18,East,consumer,grocery,,2472.27
ORD-124126,2025-11-18,East,consumer,fashion,,1566.11
ORD-124127,2025-11-18,East,consumer,fashion,,3679.68
ORD-124128,2025-11-18,East,consumer,electronics,,3197.52
ORD-124129,2025-11-18,East,consumer,electronics,,3963.32
ORD-124130,2025-11-18,East,consumer,fashion,,1895.99
ORD-124131,2025-11-18,East,smb,fashion,,21303.89
ORD-124132,2025-11-18,East,smb,fashion,,25383.87
ORD-124133,2025-11-18,East,smb,grocery,,14920.14
ORD-124134,2025-11-18,East,smb,grocery,,21548.23
ORD-124135,2025-11-18,East,smb,grocery,,21294.21
ORD-124136,2025-11-18,West,consumer,fashion,,1495.56
ORD-124137,2025-11-18,West,consumer,fashion,,2057.48
ORD-124138,2025-11-18,West,consumer,electronics,,2263.71
ORD-124139,2025-11-18,West,consumer,fashion,,2488.38
ORD-124140,2025-11-18,West,consumer,grocery,,3640.78
ORD-124141,2025-11-18,West,consumer,grocery,,3236.22
ORD-124142,2025-11-18,West,consumer,electronics,,1871.13
ORD-124143,2025-11-18,West,consumer,fashion,,2378.87
ORD-124144,2025-11-18,West,consumer,fashion,,3660.7
ORD-124145,2025-11-18,West,consumer,fashion,,848.42
ORD-124146,2025-11-18,West,consumer,electronics,,2195.26
ORD-124147,2025-11-18,West,consumer,electronics,,1224.46
ORD-124148,2025-11-18,West,consumer,fashion,,4599.1
ORD-124149,2025-11-18,West,consumer,fashion,,3095.06
ORD-124150,2025-11-18,West,consumer,fashion,,1953.38
ORD-124151,2025-11-18,West,consumer,fashion,,2367.8
ORD-124152,2025-11-18,West,consumer,electronics,,1660.41
ORD-124153,2025-11-18,West,consumer,grocery,,4192.22
ORD-124154,2025-11-18,West,consumer,electronics,,336.1
ORD-124155,2025-11-18,West,consumer,grocery,,2694.7
ORD-124156,2025-11-18,West,consumer,electronics,,2335.94
ORD-124157,2025-11-18,West,smb,electronics,,28101.78
ORD-124158,2025-11-18,West,smb,fashion,,16665.57
ORD-124159,2025-11-18,West,smb,grocery,,22949.64
ORD-124160,2025-11-18,West,smb,electronics,,7185.72
ORD-124161,2025-11-18,West,smb,fashion,,18789.25
ORD-124162,2025-11-18,North-West,enterprise,electronics,ENT-009|Girnar Trading Co,85181.34
ORD-124163,2025-11-18,North-West,enterprise,grocery,ENT-011|Indus Retail,75533.59
ORD-124164,2025-11-18,North-West,enterprise,grocery,ENT-017|Orchid Mart,106012.96
ORD-124165,2025-11-18,South,enterprise,fashion,ENT-021|Sagar Wholesale,112780.64
ORD-124166,2025-11-19,North,consumer,grocery,,3194.82
ORD-124167,2025-11-19,North,consumer,electronics,,2091.36
ORD-124168,2025-11-19,North,consumer,electronics,,2479.06
ORD-124169,2025-11-19,North,consumer,electronics,,2395.64
ORD-124170,2025-11-19,North,consumer,electronics,,2010.01
ORD-124171,2025-11-19,North,consumer,electronics,,1190.86
ORD-124172,2025-11-19,North,consumer,grocery,,3145.22
ORD-124173,2025-11-19,North,consumer,grocery,,3463.71
ORD-124174,2025-11-19,North,consumer,fashion,,1853.32
ORD-124175,2025-11-19,North,consumer,grocery,,1812.19
ORD-124176,2025-11-19,North,consumer,grocery,,3217.0
ORD-124177,2025-11-19,North,consumer,fashion,,1800.66
ORD-124178,2025-11-19,North,consumer,grocery,,1151.99
ORD-124179,2025-11-19,North,consumer,electronics,,2000.38
ORD-124180,2025-11-19,North,consumer,electronics,,3620.4
ORD-124181,2025-11-19,North,consumer,electronics,,1928.95
ORD-124182,2025-11-19,North,consumer,fashion,,1816.52
ORD-124183,2025-11-19,North,consumer,electronics,,1976.12
ORD-124184,2025-11-19,North,consumer,grocery,,1364.26
ORD-124185,2025-11-19,North,consumer,electronics,,1214.2
ORD-124186,2025-11-19,North,consumer,grocery,,2163.89
ORD-124187,2025-11-19,North,consumer,grocery,,1137.51
ORD-124188,2025-11-19,North,consumer,electronics,,2041.42
ORD-124189,2025-11-19,North,consumer,electronics,,2637.13
ORD-124190,2025-11-19,North,consumer,fashion,,2739.11
ORD-124191,2025-11-19,North,consumer,fashion,,2273.41
ORD-124192,2025-11-19,North,consumer,fashion,,1321.51
ORD-124193,2025-11-19,North,consumer,electronics,,2029.8
ORD-124194,2025-11-19,North,consumer,grocery,,2710.72
ORD-124195,2025-11-19,North,consumer,electronics,,2958.61
ORD-124196,2025-11-19,North,smb,grocery,,17797.4
ORD-124197,2025-11-19,North,smb,electronics,,22373.46
ORD-124198,2025-11-19,North,smb,electronics,,22594.75
ORD-124199,2025-11-19,North-West,consumer,grocery,,2348.25
ORD-124200,2025-11-19,North-West,consumer,electronics,,3520.72
ORD-124201,2025-11-19,North-West,consumer,fashion,,3553.47
ORD-124202,2025-11-19,North-West,consumer,grocery,,3314.09
ORD-124203,2025-11-19,North-West,consumer,grocery,,2484.38
ORD-124204,2025-11-19,North-West,consumer,electronics,,2229.53
ORD-124205,2025-11-19,North-West,consumer,grocery,,3483.6
ORD-124206,2025-11-19,North-West,consumer,electronics,,3939.22
ORD-124207,2025-11-19,North-West,consumer,electronics,,3838.93
ORD-124208,2025-11-19,North-West,consumer,electronics,,2840.26
ORD-124209,2025-11-19,North-West,consumer,fashion,,2435.96
ORD-124210,2025-11-19,North-West,consumer,electronics,,3022.52
ORD-124211,2025-11-19,North-West,consumer,electronics,,3079.65
ORD-124212,2025-11-19,North-West,consumer,electronics,,2039.91
ORD-124213,2025-11-19,North-West,consumer,grocery,,2226.91
ORD-124214,2025-11-19,North-West,consumer,grocery,,5142.66
ORD-124215,2025-11-19,North-West,consumer,electronics,,2039.62
ORD-124216,2025-11-19,North-West,consumer,electronics,,3166.73
ORD-124217,2025-11-19,North-West,consumer,electronics,,1937.05
ORD-124218,2025-11-19,North-West,consumer,fashion,,2288.08
ORD-124219,2025-11-19,North-West,consumer,fashion,,1570.29
ORD-124220,2025-11-19,North-West,consumer,fashion,,1572.49
ORD-124221,2025-11-19,North-West,consumer,grocery,,2955.68
ORD-124222,2025-11-19,North-West,consumer,grocery,,2848.46
ORD-124223,2025-11-19,North-West,consumer,electronics,,4056.36
ORD-124224,2025-11-19,North-West,consumer,fashion,,2423.42
ORD-124225,2025-11-19,North-West,consumer,fashion,,2539.96
ORD-124226,2025-11-19,North-West,consumer,fashion,,2361.41
ORD-124227,2025-11-19,North-West,consumer,fashion,,1524.56
ORD-124228,2025-11-19,North-West,consumer,fashion,,2930.39
ORD-124229,2025-11-19,North-West,consumer,electronics,,2247.74
ORD-124230,2025-11-19,North-West,consumer,fashion,,1107.97
ORD-124231,2025-11-19,North-West,consumer,electronics,,3396.58
ORD-124232,2025-11-19,North-West,consumer,electronics,,1882.96
ORD-124233,2025-11-19,North-West,consumer,fashion,,2697.53
ORD-124234,2025-11-19,North-West,consumer,grocery,,2729.5
ORD-124235,2025-11-19,North-West,consumer,electronics,,2589.17
ORD-124236,2025-11-19,North-West,consumer,grocery,,1496.1
ORD-124237,2025-11-19,North-West,consumer,fashion,,3656.56
ORD-124238,2025-11-19,North-West,consumer,electronics,,1744.2
ORD-124239,2025-11-19,North-West,consumer,grocery,,300.0
ORD-124240,2025-11-19,North-West,consumer,electronics,,3163.68
ORD-124241,2025-11-19,North-West,consumer,grocery,,3134.21
ORD-124242,2025-11-19,North-West,consumer,electronics,,1324.65
ORD-124243,2025-11-19,North-West,consumer,fashion,,2394.94
ORD-124244,2025-11-19,North-West,consumer,electronics,,3372.03
ORD-124245,2025-11-19,North-West,consumer,grocery,,3670.74
ORD-124246,2025-11-19,North-West,consumer,fashion,,2951.23
ORD-124247,2025-11-19,North-West,consumer,electronics,,3144.21
ORD-124248,2025-11-19,North-West,consumer,grocery,,3045.18
ORD-124249,2025-11-19,North-West,consumer,electronics,,2276.55
ORD-124250,2025-11-19,North-West,consumer,grocery,,1419.92
ORD-124251,2025-11-19,North-West,consumer,fashion,,2164.92
ORD-124252,2025-11-19,North-West,consumer,fashion,,3411.82
ORD-124253,2025-11-19,North-West,consumer,fashion,,3403.32
ORD-124254,2025-11-19,North-West,consumer,fashion,,2583.09
ORD-124255,2025-11-19,North-West,consumer,electronics,,2099.91
